,,,,SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
D,Garcia,E,11,3,10:50:53,9/27/24,Manual gsw+F,LI-COR Default,,003,,,0.023197,0.50812,0.022184,0.338294,1.717707,1.638872,3.166167,1.448461,16.821753,17.630932,32.49826,0.441786,7.5,PSF-00232_20240927105053_760,0,0,0,168.463821,394.157623,0.572598,0.5,0.8,0.274892,1,58.98,56.27,23.54,24.93,24.93,97.43,18.1,-12.2,167.5,1,3.924,10:48:28,9/27/24,-0.68,1,-0.001,-0.002,0.001,0.409,0.815,1.996,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,388.103851,25,-4.628691,385.814667,387.525116,-1.710449,2.491983,2.505434,0.691794,0.580584,0.289145,0.016262,0.209435,0.108072,168.463821,0.000651,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927105053_760,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,12,1,11:32:05,9/27/24,Manual gsw+F,LI-COR Default,,001,,,-0.007425,0.473849,-0.007543,-0.159082,1.599584,1.639866,3.617312,2.017728,16.685061,16.275208,36.804874,0.441786,7.5,PSF-00232_20240927113205_d5f,0,0,0,77.838425,125.103432,0.377807,0.5,0.8,248.488968,1,49.69,50.94,25.21,27.18,27.18,98.28,16.9,-11.2,166.1,1644,3.928,11:31:42,9/27/24,-0.05,1,0,0,-0.002,-0.483,-0.077,0.897,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,118.665573,25,-4.516239,117.292282,118.632072,-1.33979,2.48402,2.490905,0.685133,0.582443,0.270498,0.023235,0.161663,1.477861,77.838425,0.000639,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927113205_d5f,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,12,2,11:32:23,9/27/24,Manual gsw+F,LI-COR Default,,002,,,-0.013575,0.464109,-0.013984,-0.266401,1.628988,1.697894,3.452832,1.823844,17.276711,16.575563,35.133858,0.441786,7.5,PSF-00232_20240927113223_593,0,0,0,113.454941,380.943329,0.702174,0.5,0.8,297.87149,1,50.33,52.46,25.3,26.39,26.39,98.28,16.5,-11.3,168.2,1061,3.924,11:31:42,9/27/24,-0.05,1,0,-0.001,-0.001,0.24,0.01,-4.334,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,368.641022,25,-8.227172,368.982544,369.154541,-0.171997,2.486139,2.491791,0.683254,0.582255,0.269495,0.012762,0.164367,0.991206,113.454941,0.000646,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927113223_593,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,12,3,11:33:01,9/27/24,Manual gsw+F,LI-COR Default,,003,,,-0.024885,0.466303,-0.026288,-0.568882,1.628896,1.775313,3.697887,2.068991,18.065298,16.57538,37.629101,0.441786,7.5,PSF-00232_20240927113301_3f9,0,0,0,89.607956,149.702011,0.401424,0.5,0.8,174.559784,1,49.6,54.06,25.54,27.56,27.56,98.27,16.6,-11.6,170,1087,3.922,11:31:42,9/27/24,-0.05,1,-0.001,0,0,-9.708,-0.667,-0.656,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,142.365936,25,-5.339682,140.497681,142.050735,-1.553055,2.488338,2.490685,0.683677,0.581651,0.266882,0.023731,0.169678,1.013376,89.607956,0.000634,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927113301_3f9,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,12,4,11:33:30,9/27/24,Manual gsw+F,LI-COR Default,,004,,,-0.02893,0.482231,-0.030777,-0.60334,1.663275,1.813173,3.53889,1.875615,18.449619,16.92436,36.009342,0.441786,7.5,PSF-00232_20240927113330_3b4,0,0,0,106.076721,393.389954,0.730352,0.5,0.8,307.636536,1,49.96,54.47,25.77,26.81,26.81,98.28,17.2,-11.6,167.6,1053,3.922,11:31:42,9/27/24,-0.05,1,0.001,-0.002,-0.002,-0.035,0.051,-7.009,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,391.178009,25,-1.07374,395.607239,391.851379,3.755859,2.488856,2.491152,0.686755,0.581642,0.264463,0.012118,0.173149,0.98496,106.076721,0.000645,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927113330_3b4,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,12,5,11:33:44,9/27/24,Manual gsw+F,LI-COR Default,,005,,,-0.028366,0.490258,-0.030108,-0.701813,1.655726,1.827115,3.88187,2.226144,18.592476,16.848442,39.501385,0.441786,7.5,PSF-00232_20240927113344_6f5,0,0,0,90.315697,166.913773,0.458908,0.5,0.8,202.479233,1,49.41,54.52,25.88,28.39,28.39,98.27,17.5,-11.9,168.1,1103,3.921,11:31:42,9/27/24,-0.05,1,-0.001,-0.001,-0.001,-1.342,-3.575,-7.665,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,154.21521,25,-9.141302,151.384949,153.815125,-2.430176,2.488906,2.490328,0.688312,0.581164,0.263288,0.02969,0.17459,1.02665,90.315697,0.000625,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927113344_6f5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,12,6,11:34:11,9/27/24,Manual gsw+F,LI-COR Default,,006,,,-0.043029,0.5119,-0.046978,-1.08969,1.588827,1.843363,3.805682,2.216855,18.758333,16.168146,38.727192,0.441786,7.5,PSF-00232_20240927113411_fc0,0,0,0,99.936249,195.706085,0.489355,0.5,0.8,298.136536,1,46.74,54.22,26.13,28.05,28.05,98.27,18.3,-12.4,167.8,1523,3.919,11:31:42,9/27/24,-0.05,1,0,0,0,-2.132,-3.042,-0.982,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,189.353226,25,-4.307657,189.158325,189.5336,-0.375275,2.48842,2.486422,0.692533,0.580322,0.260755,0.022706,0.177479,1.376841,99.936249,0.000623,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927113411_fc0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,12,7,11:34:43,9/27/24,Manual gsw+F,LI-COR Default,,007,,,-0.024278,0.513042,-0.025484,-0.865855,1.67069,1.872287,4.897719,3.22703,19.05374,17.00214,49.842716,0.441786,7.5,PSF-00232_20240927113443_930,0,0,0,75.672981,86.958817,0.129784,0.5,0.8,98.863968,1,48.27,54.1,26.43,32.45,32.45,98.26,18.3,-11.9,165.1,1904,3.917,11:31:42,9/27/24,-0.05,1,0,-0.001,0,-1.243,-2.486,0.003,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,85.284592,25,-1.290937,84.761024,85.109024,-0.348,2.488163,2.488563,0.692757,0.58112,0.257628,0.073341,0.180622,1.694712,76.872467,0.000619,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927113443_930,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,12,8,11:35:19,9/27/24,Manual gsw+F,LI-COR Default,,008,,,-0.021714,0.518222,-0.022663,-0.719982,1.741332,1.907114,4.760183,3.018852,19.405542,17.718655,48.436516,0.441786,7.5,PSF-00232_20240927113519_328,0,0,0,87.441444,96.706734,0.095808,0.5,0.8,73.838974,1,49.3,53.99,26.78,31.94,31.94,98.28,18.5,-11.9,164.4,1927,3.917,11:31:42,9/27/24,-0.05,1,0.001,0.001,0.003,-1.275,-3.132,-8.39,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,95.375778,25,-1.011166,95.111847,95.257828,-0.145981,2.487925,2.489951,0.693772,0.58111,0.254107,0.062778,0.184049,1.713338,87.441444,0.000616,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927113519_328,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,12,9,11:35:41,9/27/24,Manual gsw+F,LI-COR Default,,009,,,-0.021928,0.529974,-0.022874,-0.597441,1.802213,1.936514,4.289775,2.487562,19.702749,18.336323,43.645618,0.441786,7.5,PSF-00232_20240927113541_2c2,0,0,0,198.798538,224.512497,0.114532,0.5,0.8,85.914902,1,50.39,54.14,26.99,30.12,30.12,98.29,19,-11.7,161.6,1875,3.916,11:31:42,9/27/24,-0.05,1,0.002,0.002,-9999,-16.248,-40.644,-9999,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,216.217163,25,-8.109279,209.738022,212.892639,-3.154617,2.488085,2.49146,0.696082,0.581538,0.251974,0.037536,0.186042,1.670487,198.798538,0.000608,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927113541_2c2,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,H,12,10,11:35:55,9/27/24,Manual gsw+F,LI-COR Default,,010,,,-0.026802,0.526575,-0.02824,-0.877948,1.750891,1.949693,4.706208,2.955317,19.836477,17.813835,47.881695,0.441786,7.5,PSF-00232_20240927113555_3e1,0,0,0,154.287811,170.302979,0.094039,0.5,0.8,71.978859,1,48.56,54.07,27.13,31.74,31.74,98.29,18.8,-11.5,161.1,1914,3.915,11:31:42,9/27/24,-0.05,1,0,0,-0.001,-1.016,-2.347,-5.015,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,170.266632,25,0.023579,171.655304,170.336761,1.318542,2.487945,2.488803,0.695413,0.581841,0.250588,0.056001,0.187306,1.702326,154.287811,0.000626,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927113555_3e1,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,H,12,1,11:47:49,9/27/24,Manual gsw+F,LI-COR Default,,001,,,-0.0396,0.519551,-0.042867,-0.916779,1.661223,1.871879,3.705139,2.043916,19.051432,16.907436,37.709805,0.441786,7.5,PSF-00232_20240927114749_4c4,0,0,0,172.226791,579.680359,0.702893,0.5,0.8,0.744988,1,44.94,50.63,27.55,27.59,27.59,98.25,18.6,-11.1,159.8,3,3.916,11:47:19,9/27/24,0.22,1,0.001,-0.001,0,1.736,3.273,6.536,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,566.721802,25,-10.215043,559.475891,565.043152,-5.567261,2.48299,2.483098,0.694033,0.582525,0.246397,0.00024,0.179133,0.10928,172.226791,0.000639,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927114749_4c4,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,H,12,2,11:48:35,9/27/24,Manual gsw+F,LI-COR Default,,002,,,-0.03338,0.522627,-0.035658,-0.838011,1.802017,1.993134,4.042746,2.240729,20.282888,18.338013,41.14053,0.441786,7.5,PSF-00232_20240927114835_9dc,0,0,0,117.851974,238.992249,0.50688,0.5,0.8,1.694718,1,48.19,53.31,27.75,29.09,29.09,98.27,18.7,-8.6,146,8,3.913,11:47:19,9/27/24,0.22,1,-0.001,0,0,-0.761,-1.497,-3.144,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,230.03447,25,-6.681857,226.783279,229.417755,-2.634476,2.486711,2.48775,0.694637,0.586805,0.244504,0.015881,0.183853,0.114039,117.851974,0.000628,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927114835_9dc,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,H,12,3,11:49:21,9/27/24,Manual gsw+F,LI-COR Default,,003,,,-0.045539,0.537657,-0.049753,-1.277467,1.750843,2.033844,4.197974,2.447131,20.694126,17.814617,42.713882,0.441786,7.5,PSF-00232_20240927114921_cda,0,0,0,72.156075,103.948334,0.305847,0.5,0.8,7.056303,1,46.08,53.53,28.02,29.74,29.74,98.28,19.3,-11.5,159.9,58,3.911,11:47:19,9/27/24,0.22,1,0.001,0,-0.002,-1.128,-2.175,-4.64,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,100.631477,25,-2.513858,99.242447,100.346207,-1.10376,2.486959,2.484647,0.697597,0.581787,0.241863,0.020507,0.188284,0.155156,72.836639,0.000635,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927114921_cda,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,G,13,1,12:48:08,9/27/24,Manual gsw+F,LI-COR Default,,001,,,-0.035041,0.520244,-0.037571,-1.338559,1.534384,1.839634,4.894644,3.36026,18.861942,15.732191,50.185265,0.441786,7.5,PSF-00232_20240927124808_64f,0,0,0,72.747589,78.521851,0.073537,0.5,0.8,53.371235,1,41.34,49.56,27.62,32.44,32.44,97.53,18.6,-11.7,162.9,1814,3.914,12:47:37,9/27/24,0.48,1,-0.001,-0.001,-0.001,0.107,-0.008,-0.211,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,78.521851,25,0.17276,79.003571,78.769402,0.234169,2.481455,2.477459,0.694169,0.581512,0.24573,0.05874,0.139252,1.619711,72.747589,0.000626,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927124808_64f,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,G,13,2,12:48:54,9/27/24,Manual gsw+F,LI-COR Default,,002,,,-0.044086,0.522305,-0.048151,-1.818096,1.507276,1.920294,5.065924,3.558648,19.688461,15.453853,51.940079,0.441786,7.5,PSF-00232_20240927124854_3ae,0,0,0,103.083015,115.279198,0.105797,0.5,0.8,67.835281,1,40.24,51.27,27.77,33.05,33.05,97.53,18.7,-11.3,160.5,1603,3.911,12:47:37,9/27/24,0.48,1,0,0,0.002,-0.092,-0.088,-0.312,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,115.279198,25,0.302896,116.70005,115.713219,0.986832,2.483835,2.475815,0.694573,0.582184,0.244228,0.064593,0.144824,1.443411,102.8713,0.000618,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927124854_3ae,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,G,13,3,12:49:35,9/27/24,Manual gsw+F,LI-COR Default,,003,,,-0.055021,0.545997,-0.061187,-1.725807,1.588739,1.962612,4.256963,2.668224,20.12471,16.290998,43.651089,0.441786,7.5,PSF-00232_20240927124935_9d0,0,0,0,115.829941,206.225784,0.438334,0.5,0.8,231.805099,1,42.01,51.9,27.94,29.99,29.99,97.52,19.6,-11.8,160.4,1322,3.909,12:47:37,9/27/24,0.48,1,0.001,0,0,-1.485,-2.516,11.612,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,204.241989,25,-1.264184,204.336044,204.414322,-0.078278,2.484675,2.478373,0.699247,0.581303,0.242626,0.024425,0.149529,1.209249,115.829941,0.000645,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927124935_9d0,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,G,13,4,12:50:05,9/27/24,Manual gsw+F,LI-COR Default,,004,,,-0.053228,0.556383,-0.058859,-1.77115,1.593534,1.969678,4.437297,2.843763,20.197895,16.340754,45.501873,0.441786,7.5,PSF-00232_20240927125005_3c6,0,0,0,127.260086,204.562027,0.37789,0.5,0.8,154.876358,1,41.69,51.53,28.12,30.71,30.71,97.52,20,-11.8,159.3,1025,3.907,12:47:37,9/27/24,0.48,1,0,0,0.002,0.212,-1.43,-4.107,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,198.475601,25,-4.182508,198.007111,198.568878,-0.561768,2.484117,2.477868,0.701307,0.581276,0.240881,0.031105,0.152749,0.96126,127.260086,0.000624,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927125005_3c6,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,G,13,5,12:50:33,9/27/24,Manual gsw+F,LI-COR Default,,005,,,-0.060602,0.579364,-0.067681,-2.155621,1.531916,1.970946,4.541388,3.009472,20.20929,15.707647,46.565563,0.441786,7.5,PSF-00232_20240927125033_6b8,0,0,0,89.298607,179.103256,0.501413,0.5,0.8,238.140701,1,39.65,51.01,28.31,31.12,31.12,97.53,20.8,-11.9,157.1,1187,3.906,12:47:37,9/27/24,0.48,1,-0.002,0,-0.001,0.817,2.008,4.362,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,179.103256,25,0.830698,181.857346,180.293564,1.563782,2.483337,2.474828,0.705893,0.581168,0.239121,0.033879,0.155819,1.096928,88.483574,0.000643,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927125033_6b8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,G,13,6,12:50:58,9/27/24,Manual gsw+F,LI-COR Default,,006,,,-0.082595,0.580545,-0.096295,-2.584321,1.435751,1.961491,3.980444,2.544693,20.112389,14.721652,40.813972,0.441786,7.5,PSF-00232_20240927125058_a2d,0,0,0,123.513222,405.339813,0.695285,0.5,0.8,70.19075,1,36.85,50.35,28.45,28.82,28.82,97.53,20.9,-11.6,155.4,252,3.905,12:47:37,9/27/24,0.48,1,-0.001,0,-0.002,-0.122,-0.212,-0.229,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,389.207825,25,-11.372215,386.359344,389.044464,-2.68512,2.482359,2.47065,0.70613,0.581751,0.237767,0.004158,0.158377,0.317474,123.513222,0.000626,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927125058_a2d,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,G,13,7,12:51:34,9/27/24,Manual gsw+F,LI-COR Default,,007,,,-0.061123,0.603297,-0.068013,-2.690565,1.435942,1.96152,5.163296,3.727355,20.113718,14.72436,52.94521,0.441786,7.5,PSF-00232_20240927125134_6a5,0,0,0,85.252762,97.934189,0.129489,0.5,0.8,95.437424,1,36.38,49.7,28.67,33.39,33.39,97.52,21.7,-11,150.5,1843,3.904,12:47:37,9/27/24,0.48,1,-0.001,0.001,0,-0.396,-0.191,-0.042,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,96.731544,25,-0.803491,96.97509,96.78286,0.19223,2.481389,2.469906,0.710708,0.58276,0.235678,0.057902,0.161937,1.64317,85.252762,0.000605,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927125134_6a5,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,G,13,8,12:52:10,9/27/24,Manual gsw+F,LI-COR Default,,008,,,-0.052401,0.605605,-0.057364,-2.400903,1.505455,1.97224,5.441814,3.936359,20.223022,15.436681,55.799454,0.441786,7.5,PSF-00232_20240927125210_21b,0,0,0,89.312912,104.269562,0.143442,0.5,0.8,73.240639,1,37.64,49.32,28.9,34.33,34.33,97.52,21.8,-10.9,149.8,1276,3.903,12:47:37,9/27/24,0.48,1,0,-0.001,0.001,0.603,-3.347,-4.519,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,103.256462,25,-0.644788,103.945969,103.345642,0.600327,2.480787,2.471737,0.711175,0.58292,0.233559,0.067129,0.165596,1.171238,89.312912,0.000621,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927125210_21b,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
L,Garcia,G,13,9,12:52:41,9/27/24,Manual gsw+F,LI-COR Default,,009,,,-0.057802,0.621391,-0.06373,-2.574497,1.493212,1.980355,5.295593,3.802381,20.307222,15.311894,54.302773,0.441786,7.5,PSF-00232_20240927125241_61b,0,0,0,78.096985,86.297752,0.095029,0.5,0.8,73.380386,1,36.93,48.98,29.09,33.84,33.84,97.52,22.4,-11.6,151.7,1930,3.902,12:47:37,9/27/24,0.48,1,-0.001,0,0,-0.244,0.089,-0.018,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,86.297752,25,0.195432,87.202194,86.577789,0.624405,2.480271,2.470645,0.714376,0.581697,0.231833,0.058556,0.168865,1.716454,78.096985,0.000623,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927125241_61b,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,G,13,1,13:03:21,9/27/24,Manual gsw+F,LI-COR Default,,001,,,-0.07528,0.638949,-0.085334,-2.403851,1.453185,1.894998,4.12177,2.668585,19.432039,14.901521,42.26622,0.441786,7.5,PSF-00232_20240927130321_ce8,0,0,0,209.254501,479.377075,0.563487,0.5,0.8,0.330175,1,35.92,46.84,29.1,29.43,29.43,97.52,23.1,-10.5,145.4,1,3.903,13:02:44,9/27/24,0.52,1,0,0,0,0.46,0.859,1.994,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,461.795197,25,-15.616392,450.097565,457.000214,-6.902649,2.477215,2.469056,0.717957,0.583586,0.231706,0.003545,0.169442,0.108292,209.254501,0.000653,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927130321_ce8,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,G,13,2,13:04:06,9/27/24,Manual gsw+F,LI-COR Default,,002,,,-0.084021,0.636146,-0.096808,-2.792655,1.417103,1.932987,4.150099,2.732997,19.820784,14.53092,42.554974,0.441786,7.5,PSF-00232_20240927130406_24c,0,0,0,196.46788,475.336914,0.586677,0.5,0.8,0.6652,1,34.79,47.45,29.22,29.54,29.54,97.52,23,-11.6,150.6,3,3.899,13:02:44,9/27/24,0.52,1,-0.001,0.002,0.001,0.921,1.801,4.579,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,457.472198,25,-15.717962,445.571411,452.814514,-7.243103,2.478063,2.467341,0.717384,0.581647,0.230633,0.003558,0.173997,0.109434,196.46788,0.000651,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927130406_24c,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
D,Garcia,G,13,3,13:05:07,9/27/24,Manual gsw+F,LI-COR Default,,003,,,-0.087282,0.66272,-0.100521,-3.237013,1.35967,1.932489,4.406824,3.047154,19.818624,13.944081,45.194141,0.441786,7.5,PSF-00232_20240927130507_07e,0,0,0,141.99472,289.57016,0.509636,0.5,0.8,4.583385,1,32.84,46.67,29.5,30.59,30.59,97.51,24,-11.7,148.7,22,3.898,13:02:44,9/27/24,0.52,1,0,0,-0.001,-0.155,-0.386,-0.663,0,150,-9999,-9999,0.058905,0,0.02923,0,0,-0.000068,standard,0,mpf,7000,500,-9999,-9999,300,300,300,280.562653,25,-6.462393,277.723083,280.31015,-2.587067,2.476888,2.464346,0.722842,0.581518,0.228076,0.012855,0.179842,0.125815,141.99472,0.000648,2.40043,-0.000041,1,2.408421,-0.000039,1,0.60025,0.601702,0.107071,0,PSF-00232_20240927130507_07e,PFA-00245,PSA-00257,PSF-00232,RHS-00222,3.0.0,2021-01-19T12:57:14.097Z
